word_norm	PerMillion	Zipf
لیگامنتهای	0.015	1.163
ماریلند	0.015	1.163
ماسر	0.015	1.163
ماسری	0.015	1.163
ماشینساز	0.015	1.163
مالشعیرهای	0.015	1.163
ماماهایی	0.015	1.163
ماندگارهای	0.015	1.163
ماهوارههایشان	0.015	1.163
ماهورهایی	0.015	1.163
ماکاو	0.015	1.163
ماگلو	0.015	1.163
مایهاش	0.015	1.163
مبالغات	0.015	1.163
متادیتاها	0.015	1.163
متعددتر	0.015	1.163
متوری	0.015	1.163
متولون	0.015	1.163
مثلابرای	0.015	1.163
مجلا	0.015	1.163
محالت	0.015	1.163
مخربند	0.015	1.163
مداربستهی	0.015	1.163
مدتکوتاهی	0.015	1.163
مدرندر	0.015	1.163
مدیرند	0.015	1.163
مذکرو	0.015	1.163
مرادحاصل	0.015	1.163
مراسمت	0.015	1.163
مراقبینی	0.015	1.163
مردمیکردن	0.015	1.163
مررو	0.015	1.163
مرکزجامع	0.015	1.163
مزتبط	0.015	1.163
مزدمان	0.015	1.163
مستغفر	0.015	1.163
مستندسازیهای	0.015	1.163
مسکونیخوش	0.015	1.163
مسیحیایی	0.015	1.163
مشهوراند	0.015	1.163
مشکلشونو	0.015	1.163
مصایبشان	0.015	1.163
مصلحتا	0.015	1.163
مصلحتسنجیهای	0.015	1.163
مضیقهها	0.015	1.163
مطلالب	0.015	1.163
معلمات	0.015	1.163
معنو	0.015	1.163
معنیفال	0.015	1.163
معیوف	0.015	1.163
مغلوبش	0.015	1.163
مغیریه	0.015	1.163
مقالاتپایان	0.015	1.163
ملاآقایی	0.015	1.163
ملابراهیمی	0.015	1.163
ملاعب	0.015	1.163
منبعمیزان	0.015	1.163
منتشرکند	0.015	1.163
منشاه	0.015	1.163
منمون	0.015	1.163
منژیت	0.015	1.163
مهدیرجی	0.015	1.163
مهرکیان	0.015	1.163
موتوی	0.015	1.163
موجوداته	0.015	1.163
مورلوس	0.015	1.163
موعظهگر	0.015	1.163
موقان	0.015	1.163
مونتاژها	0.015	1.163
مگنزیم	0.015	1.163
میذاریدموفق	0.015	1.163
میرمیرو	0.015	1.163
میرونم	0.015	1.163
میشودما	0.015	1.163
میفهمیدین	0.015	1.163
میمونوار	0.015	1.163
میچسبوند	0.015	1.163
میگذروندن	0.015	1.163
میگنده	0.015	1.163
نارای	0.015	1.163
ناسازگارش	0.015	1.163
نامطمینتر	0.015	1.163
نامیدهاید	0.015	1.163
نامیر	0.015	1.163
نانوبلور	0.015	1.163
ناپذیربودن	0.015	1.163
ناکارش	0.015	1.163
نباشیمادبیات	0.015	1.163
نجلرحیم	0.015	1.163
نرخارز	0.015	1.163
نرنجانند	0.015	1.163
نشدنشون	0.015	1.163
نصبیش	0.015	1.163
نظرخواه	0.015	1.163
نعمتخدا	0.015	1.163
نفسشناسی	0.015	1.163
نقطهضعفهایی	0.015	1.163
نقموا	0.015	1.163
نماطراحی	0.015	1.163
نمایشگره	0.015	1.163
نمایین	0.015	1.163
نمیران	0.015	1.163
نمییارم	0.015	1.163
ننگریستهاند	0.015	1.163
نورثوست	0.015	1.163
نویسندهش	0.015	1.163
نویچوک	0.015	1.163
نگاهشم	0.015	1.163
نگرشهاست	0.015	1.163
نیازبدن	0.015	1.163
نیازمردم	0.015	1.163
نیافریدهایم	0.015	1.163
نیامدنشان	0.015	1.163
نیروگاههاست	0.015	1.163
نیزارهایی	0.015	1.163
نیمت	0.015	1.163
نیوزروز	0.015	1.163
نیوفتادن	0.015	1.163
نیکورای	0.015	1.163
هاتمام	0.015	1.163
هانشین	0.015	1.163
هانهدا	0.015	1.163
هانوشته	0.015	1.163
هایپرمارکتهای	0.015	1.163
هجومیترین	0.015	1.163
هدیهام	0.015	1.163
هرعکسی	0.015	1.163
هزاردانش	0.015	1.163
هزینههام	0.015	1.163
هستشمن	0.015	1.163
هستیبه	0.015	1.163
هطور	0.015	1.163
همجوش	0.015	1.163
همخواهی	0.015	1.163
همراهیهایی	0.015	1.163
همرز	0.015	1.163
هممعنای	0.015	1.163
همکلاسیشان	0.015	1.163
همگانیتر	0.015	1.163
هواسازی	0.015	1.163
هوخست	0.015	1.163
هویتطلب	0.015	1.163
هیرمن	0.015	1.163
واحدکار	0.015	1.163
وادیرو	0.015	1.163
واردنمودن	0.015	1.163
وارواتوس	0.015	1.163
والثمرات	0.015	1.163
والوک	0.015	1.163
وانش	0.015	1.163
وانکحوا	0.015	1.163
واژنمهبل	0.015	1.163
واگذارکند	0.015	1.163
وبازنشستگی	0.015	1.163
وتحلیلهای	0.015	1.163
وتندی	0.015	1.163
وحدتها	0.015	1.163
وخاصه	0.015	1.163
وخوابیدن	0.015	1.163
ودانشگاههای	0.015	1.163
ودیسک	0.015	1.163
وربنا	0.015	1.163
ورفتارها	0.015	1.163
ورمایلن	0.015	1.163
وزای	0.015	1.163
وزننده	0.015	1.163
وزیرشدن	0.015	1.163
وسفیده	0.015	1.163
وعجله	0.015	1.163
وقارت	0.015	1.163
ولایتمحوری	0.015	1.163
ومتغیرهای	0.015	1.163
ومرغوب	0.015	1.163
وممارست	0.015	1.163
ومناسک	0.015	1.163
ونوشتار	0.015	1.163
وودکا	0.015	1.163
وکیلالملک	0.015	1.163
وگالری	0.015	1.163
وگوهر	0.015	1.163
ویدیجی	0.015	1.163
ویدیویش	0.015	1.163
ویزابلیز	0.015	1.163
وینوین	0.015	1.163
ویکسال	0.015	1.163
پاریاد	0.015	1.163
پاوروال	0.015	1.163
پاکدینان	0.015	1.163
پتاسنیل	0.015	1.163
پختت	0.015	1.163
پراکایو	0.015	1.163
پردازندهگرافیکی	0.015	1.163
پرنوازش	0.015	1.163
پرواند	0.015	1.163
پروجکتور	0.015	1.163
پروستتیک	0.015	1.163
پروپاگانداهای	0.015	1.163
پروگنوستیک	0.015	1.163
پریمیم	0.015	1.163
پسیج	0.015	1.163
پشست	0.015	1.163
پطرز	0.015	1.163
پلاستون	0.015	1.163
پلکای	0.015	1.163
پلیاکریلآمید	0.015	1.163
پنجمینبار	0.015	1.163
پهنانگر	0.015	1.163
پوبلیوس	0.015	1.163
پوترسین	0.015	1.163
پوردکتر	0.015	1.163
پوسیدیم	0.015	1.163
پکبج	0.015	1.163
پکهایی	0.015	1.163
پیالهچی	0.015	1.163
پیزاکس	0.015	1.163
پیشنهاددهی	0.015	1.163
پینوکیویی	0.015	1.163
چارهناپذیر	0.015	1.163
چاپیران	0.015	1.163
چروکدار	0.015	1.163
چونست	0.015	1.163
چکارمی	0.015	1.163
کادوم	0.015	1.163
کارانند	0.015	1.163
کاربزرگی	0.015	1.163
کارشناسنان	0.015	1.163
کاریوکا	0.015	1.163
کاسور	0.015	1.163
کاشکه	0.015	1.163
کایگه	0.015	1.163
کذبتم	0.015	1.163
کرداول	0.015	1.163
کردبهتر	0.015	1.163
کردثبت	0.015	1.163
کرددلیل	0.015	1.163
کردیمامان	0.015	1.163
کرسیای	0.015	1.163
کزان	0.015	1.163
کشاورزم	0.015	1.163
کشتیرزمی	0.015	1.163
کشتیهاست	0.015	1.163
کفرانی	0.015	1.163
کفیری	0.015	1.163
کلایوس	0.015	1.163
کلتنر	0.015	1.163
کلسیون	0.015	1.163
کلمهایی	0.015	1.163
کلیپخنده	0.015	1.163
کماندر	0.015	1.163
کمدر	0.015	1.163
کمدیتراژدی	0.015	1.163
کمردردم	0.015	1.163
کمزور	0.015	1.163
کنندگانمان	0.015	1.163
کنیچیرو	0.015	1.163
کوآلای	0.015	1.163
کوتاهزمانی	0.015	1.163
کوتاهمدتش	0.015	1.163
کوتوپاکسی	0.015	1.163
کودال	0.015	1.163
کیبردها	0.015	1.163
کیبیسی	0.015	1.163
کیفمه	0.015	1.163
گاریزی	0.015	1.163
گبرآباد	0.015	1.163
گدون	0.015	1.163
گریگوریو	0.015	1.163
گزارهبرگ	0.015	1.163
گزنهی	0.015	1.163
گسترانیدند	0.015	1.163
گشنته	0.015	1.163
گشنسپ	0.015	1.163
گفتاکنونکه	0.015	1.163
گفتتصمیم	0.015	1.163
گلنرده	0.015	1.163
گلگیت	0.015	1.163
گلیسن	0.015	1.163
گمشاد	0.015	1.163
گنجایشهای	0.015	1.163
گوتس	0.015	1.163
گوراش	0.015	1.163
گورگون	0.015	1.163
گیراتری	0.015	1.163
گینهی	0.015	1.163
یاآور	0.015	1.163
یالیتنی	0.015	1.163
یباید	0.015	1.163
یسرعون	0.015	1.163
یلونایف	0.015	1.163
یونسعلیه	0.015	1.163
یونیکی	0.015	1.163
یوهویی	0.015	1.163
یکساعتونیم	0.015	1.163
یکسانیم	0.015	1.163
آجیلیان	0.014	1.161
آخندی	0.014	1.161
آدرسجاده	0.014	1.161
آرامد	0.014	1.161
آساوله	0.014	1.161
آغازهفته	0.014	1.161
آلیماک	0.014	1.161
آمادگیتان	0.014	1.161
آمازونیت	0.014	1.161
آمنیو	0.014	1.161
آموزگارانش	0.014	1.161
آنجایند	0.014	1.161
آندومتریوما	0.014	1.161
آندژی	0.014	1.161
آنفلوانزاست	0.014	1.161
آهنسازی	0.014	1.161
آوارهایی	0.014	1.161
آوشار	0.014	1.161
آکتینیک	0.014	1.161
آگماتین	0.014	1.161
آیاکسی	0.014	1.161
آیندهجمعه	0.014	1.161
ابوبلج	0.014	1.161
اتاقفکر	0.014	1.161
اتبعوهم	0.014	1.161
اتحادمردم	0.014	1.161
اتسمفر	0.014	1.161
اتنوگرافیک	0.014	1.161
اتکینسن	0.014	1.161
اثبا	0.014	1.161
احمدرضای	0.014	1.161
اختلافند	0.014	1.161
اخرسر	0.014	1.161
اداریپارتیشن	0.014	1.161
ادبیسایت	0.014	1.161
ارادش	0.014	1.161
اردای	0.014	1.161
ارسطوزاده	0.014	1.161
ارشدبرنامه	0.014	1.161
ارشدمون	0.014	1.161
ارشیوم	0.014	1.161
ارمور	0.014	1.161
ارنگ	0.014	1.161
ارکال	0.014	1.161
ازادبیات	0.014	1.161
ازتعریف	0.014	1.161
ازجوش	0.014	1.161
ازحروف	0.014	1.161
ازحسین	0.014	1.161
ازقبولی	0.014	1.161
ازناوه	0.014	1.161
ازهمراهی	0.014	1.161
اسبداری	0.014	1.161
استتوضیحات	0.014	1.161
استمیتوانید	0.014	1.161
استوابخارست	0.014	1.161
استودر	0.014	1.161
استوکمان	0.014	1.161
استیلاجویی	0.014	1.161
اسفنجانی	0.014	1.161
اسلامیخواه	0.014	1.161
اسمعیلیه	0.014	1.161
اسموکر	0.014	1.161
اسپرید	0.014	1.161
اسپوکین	0.014	1.161
اشتراکگذارنده	0.014	1.161
اصفهانسه	0.014	1.161
اصفهانعلوم	0.014	1.161
اصیب	0.014	1.161
اعای	0.014	1.161
اعلامکرده	0.014	1.161
اغراقهایی	0.014	1.161
افزودمیزان	0.014	1.161
افزونشان	0.014	1.161
افطاریه	0.014	1.161
افغانستانم	0.014	1.161
اقبالالاعمال	0.014	1.161
اقبالتان	0.014	1.161
اقتتلوا	0.014	1.161
الازواج	0.014	1.161
الایی	0.014	1.161
التحصیلیت	0.014	1.161
التعبیر	0.014	1.161
التمام	0.014	1.161
الحجب	0.014	1.161
الحسابی	0.014	1.161
الحضری	0.014	1.161
الدفاع	0.014	1.161
الدویش	0.014	1.161
الصالحه	0.014	1.161
العادیات	0.014	1.161
العاکف	0.014	1.161
القبلی	0.014	1.161
الماسنشان	0.014	1.161
المحکم	0.014	1.161
المنیه	0.014	1.161
المکر	0.014	1.161
الکتروضعیف	0.014	1.161
امتحاناتتالار	0.014	1.161
امضایات	0.014	1.161
امپرالیسم	0.014	1.161
امپرطوری	0.014	1.161
امیراشرف	0.014	1.161
انتقضای	0.014	1.161
انداختیش	0.014	1.161
اندرتون	0.014	1.161
اندیشمندم	0.014	1.161
انذرتهم	0.014	1.161
انفلوران	0.014	1.161
انورالسادات	0.014	1.161
انگشترشان	0.014	1.161
انگلیسیدانشگاه	0.014	1.161
انیستا	0.014	1.161
اورهآز	0.014	1.161
اولاو	0.014	1.161
اولیگو	0.014	1.161
اونواع	0.014	1.161
اچآی	0.014	1.161
اکرمیان	0.014	1.161
اکریلی	0.014	1.161
اکزما	0.014	1.161
اکسپرسیون	0.014	1.161
ایدهسازی	0.014	1.161
ایدکاهش	0.014	1.161
ایدیل	0.014	1.161
ایراتو	0.014	1.161
ایرانحمایت	0.014	1.161
ایرانیبرای	0.014	1.161
ایزم	0.014	1.161
ایمیلآگاه	0.014	1.161
اینتوری	0.014	1.161
اینفوگرافیکسرعت	0.014	1.161
بابالله	0.014	1.161
باباییاقدم	0.014	1.161
بابراز	0.014	1.161
باتحلیل	0.014	1.161
باحضورمنابع	0.014	1.161
بادستان	0.014	1.161
بارانخیز	0.014	1.161
بارهسی	0.014	1.161
بازاربهای	0.014	1.161
بازدیدسیو	0.014	1.161
بازگویش	0.014	1.161
بازیعروسک	0.014	1.161
بازیکران	0.014	1.161
باشددیگر	0.014	1.161
باشهوقتی	0.014	1.161
باطلشده	0.014	1.161
باغزندان	0.014	1.161
باقلوایی	0.014	1.161
بالاییت	0.014	1.161
بالقلب	0.014	1.161
بانوانبرچسبها	0.014	1.161
باهمآیی	0.014	1.161
باپخش	0.014	1.161
باکتریم	0.014	1.161
ببینو	0.014	1.161
بتم	0.014	1.161
بتنسنگ	0.014	1.161
بتواندبه	0.014	1.161
بجستاننیوز	0.014	1.161
بدبختیهاست	0.014	1.161
بدقوارگی	0.014	1.161
بدیعهپردازی	0.014	1.161
برادبیات	0.014	1.161
براسی	0.014	1.161
برامر	0.014	1.161
برانگیختگیهای	0.014	1.161
برایب	0.014	1.161
برخودشان	0.014	1.161
برخوردمی	0.014	1.161
بردتان	0.014	1.161
برسونیش	0.014	1.161
برشواهد	0.014	1.161
برطرفشون	0.014	1.161
برنجانی	0.014	1.161
برندسازان	0.014	1.161
برواز	0.014	1.161
برچسبهاپایان	0.014	1.161
برگهام	0.014	1.161
بریار	0.014	1.161
بزقرمه	0.014	1.161
بشلی	0.014	1.161
بشکستن	0.014	1.161
بلعیم	0.014	1.161
بلژین	0.014	1.161
بلکباکس	0.014	1.161
بنجن	0.014	1.161
بندرسازان	0.014	1.161
بندرشرفخانه	0.014	1.161
بهارتکس	0.014	1.161
بهارشمالی	0.014	1.161
بهانهتراشیها	0.014	1.161
بهبازی	0.014	1.161
بهترآن	0.014	1.161
بهراهاندازی	0.014	1.161
بهنجارسازی	0.014	1.161
بودجنگ	0.014	1.161
بودخنده	0.014	1.161
بودنته	0.014	1.161
بودهطباطبایی	0.014	1.161
بوشهرو	0.014	1.161
بولدان	0.014	1.161
بوکیبلوک	0.014	1.161
بویراحمدعلمی	0.014	1.161
بچشین	0.014	1.161
بچگیتون	0.014	1.161
بکثره	0.014	1.161
بیاطلاعید	0.014	1.161
بیانصافانه	0.014	1.161
بیایندو	0.014	1.161
بیتابه	0.014	1.161
بیترحم	0.014	1.161
بیرلا	0.014	1.161
بیستمیلیون	0.014	1.161
بیسروپایی	0.014	1.161
بیسوادیم	0.014	1.161
بیشتاب	0.014	1.161
بیشرمانهترین	0.014	1.161
بیمهبدنه	0.014	1.161
بیناری	0.014	1.161
بیوهاش	0.014	1.161
بیکتاب	0.014	1.161
تایشمولر	0.014	1.161
تترو	0.014	1.161
تحریککنندههای	0.014	1.161
تراژدیای	0.014	1.161
تردمیلتان	0.014	1.161
ترفلان	0.014	1.161
ترنوو	0.014	1.161
ترچمه	0.014	1.161
ترکخوردگیهای	0.014	1.161
تریپسها	0.014	1.161
تستیه	0.014	1.161
تسمعوا	0.014	1.161
تسوکوبا	0.014	1.161
تشنهکام	0.014	1.161
تصاویرپایان	0.014	1.161
تصلح	0.014	1.161
تصمیمگرفت	0.014	1.161
تصیمی	0.014	1.161
تضلیل	0.014	1.161
تعطیلین	0.014	1.161
تقلبش	0.014	1.161
تناسباندامتان	0.014	1.161
تهراناسلام	0.014	1.161
توآلت	0.014	1.161
توات	0.014	1.161
توانمندتان	0.014	1.161
توانمندیش	0.014	1.161
توبهترین	0.014	1.161
تودیگه	0.014	1.161
تورسرا	0.014	1.161
توصیب	0.014	1.161
تومانبعد	0.014	1.161
تکفروا	0.014	1.161
تکونشون	0.014	1.161
تکپوش	0.014	1.161
تیرزهای	0.014	1.161
تیرور	0.014	1.161
تیزکاری	0.014	1.161
تیسدال	0.014	1.161
تیلورجوی	0.014	1.161
تیپترین	0.014	1.161
تیگره	0.014	1.161
ثغر	0.014	1.161
جارج	0.014	1.161
جدیدترینفایلمبانینظریوپیشینهپژو	0.014	1.161
جزبندی	0.014	1.161
جستجوگرفرزانه	0.014	1.161
جسورانهتری	0.014	1.161
جعفریتبار	0.014	1.161
جفتمونو	0.014	1.161
جماعتگرایی	0.014	1.161
جنبشقانوناساسی	0.014	1.161
جنتمکان	0.014	1.161
جنوبخاوری	0.014	1.161
جنگجنگ	0.014	1.161
جهانقاین	0.014	1.161
جوارحشان	0.014	1.161
جواهرالتفسیر	0.014	1.161
جوردان	0.014	1.161
جوشوندم	0.014	1.161
جوونیام	0.014	1.161
جگرهایی	0.014	1.161
جیدید	0.014	1.161
حاجیشریف	0.014	1.161
حایشه	0.014	1.161
حبلی	0.014	1.161
حرکتایی	0.014	1.161
حریمه	0.014	1.161
حساباش	0.014	1.161
حسینعحضرت	0.014	1.161
حسینیهاشمی	0.014	1.161
حشونت	0.014	1.161
حص	0.014	1.161
حقیریم	0.014	1.161
حمایته	0.014	1.161
حمویی	0.014	1.161
حکیمره	0.014	1.161
حیاییفیلم	0.014	1.161
خارچه	0.014	1.161
خاطرههایشان	0.014	1.161
خاطرههایم	0.014	1.161
خالداری	0.014	1.161
خالهم	0.014	1.161
خاماندیشانه	0.014	1.161
خامهگر	0.014	1.161
خانوادهشون	0.014	1.161
خاکسنگ	0.014	1.161
خدایانتان	0.014	1.161
خرافههایی	0.014	1.161
خرب	0.014	1.161
خردتری	0.014	1.161
خروا	0.014	1.161
خلقتکما	0.014	1.161
خمینیرهشهرستان	0.014	1.161
خوانندست	0.014	1.161
خواهندیافت	0.014	1.161
خوتر	0.014	1.161
خودخواهانهای	0.014	1.161
خوردهات	0.014	1.161
خونخوارش	0.014	1.161
خوندهام	0.014	1.161
خونهبه	0.014	1.161
خیابونیه	0.014	1.161
داداجرای	0.014	1.161
دادس	0.014	1.161
دادستاره	0.014	1.161
دادیمخانهسینما	0.014	1.161
داریدموفق	0.014	1.161
داشتهدف	0.014	1.161
دانشگاهیعکس	0.014	1.161
داینی	0.014	1.161
دبلیوتیآی	0.014	1.161
دبیدی	0.014	1.161
دبیرستانریاضی	0.014	1.161
دختراز	0.014	1.161
درجهیکی	0.014	1.161
درختسانها	0.014	1.161
دردلها	0.014	1.161
درمانمان	0.014	1.161
درمدن	0.014	1.161
درمزایده	0.014	1.161
دروکردن	0.014	1.161
دریاییبه	0.014	1.161
دریع	0.014	1.161
دسترسیست	0.014	1.161
دستپروردهی	0.014	1.161
دستیست	0.014	1.161
دسمدت	0.014	1.161
دغدو	0.014	1.161
دلپوش	0.014	1.161
دندههایی	0.014	1.161
دنیاتم	0.014	1.161
دهدیک	0.014	1.161
دهقانیالوار	0.014	1.161
دهیمبخش	0.014	1.161
دورهاند	0.014	1.161
دوریی	0.014	1.161
دوزبانی	0.014	1.161
دوسرباز	0.014	1.161
دوطبقهای	0.014	1.161
دوفلو	0.014	1.161
دولاین	0.014	1.161
دکترصالحی	0.014	1.161
دکتریه	0.014	1.161
دکوریهای	0.014	1.161
دیروزبه	0.014	1.161
دیسنت	0.014	1.161
دیوکسید	0.014	1.161
دیگروجود	0.014	1.161
راتسینگر	0.014	1.161
راکز	0.014	1.161
ردهجعبههای	0.014	1.161
رسمشون	0.014	1.161
رسیدتهران	0.014	1.161
رفات	0.014	1.161
رفتت	0.014	1.161
رفعیی	0.014	1.161
رقابتیمنبع	0.014	1.161
رمزیه	0.014	1.161
روانپزشکانی	0.014	1.161
رودههایشان	0.014	1.161
روزانههفتگی	0.014	1.161
روستانشینانی	0.014	1.161
روسکا	0.014	1.161
روغنیات	0.014	1.161
رویانیدر	0.014	1.161
رژهایی	0.014	1.161
ریخنه	0.014	1.161
ریزودرشتی	0.014	1.161
زبالههاست	0.014	1.161
زبانیت	0.014	1.161
زدهشد	0.014	1.161
زمانههای	0.014	1.161
زنروز	0.014	1.161
زهاری	0.014	1.161
زیارته	0.014	1.161
زیبندهتر	0.014	1.161
زیرآیند	0.014	1.161
زیرسامانهها	0.014	1.161
سازندهگان	0.014	1.161
سالادشان	0.014	1.161
سالارشان	0.014	1.161
سایتتونه	0.014	1.161
سبزورای	0.014	1.161
سبکدار	0.014	1.161
سبکسران	0.014	1.161
سبیلت	0.014	1.161
سختگی	0.014	1.161
سدیریها	0.014	1.161
سرباتری	0.014	1.161
سربازیتون	0.014	1.161
سردها	0.014	1.161
سردههای	0.014	1.161
سرمدیت	0.014	1.161
سفیدتصاویر	0.014	1.161
سلابه	0.014	1.161
سلامبسیار	0.014	1.161
سلامکه	0.014	1.161
سلولهایمان	0.014	1.161
سمار	0.014	1.161
سماعون	0.014	1.161
سمتراست	0.014	1.161
سمیتیسم	0.014	1.161
سهماهگی	0.014	1.161
سودتون	0.014	1.161
سوفر	0.014	1.161
سوپاترا	0.014	1.161
سپانوویچ	0.014	1.161
سکسیم	0.014	1.161
سکهاش	0.014	1.161
سیاستپیشه	0.014	1.161
سیانتیسم	0.014	1.161
سیبزمینیهایی	0.014	1.161
سیداحمدآقا	0.014	1.161
سیدالکریمعزایر	0.014	1.161
سیدسلیم	0.014	1.161
سیرته	0.014	1.161
سیرجانبندرعباس	0.014	1.161
سیسا	0.014	1.161
سیستانیمدظله	0.014	1.161
سیسمتهای	0.014	1.161
سینابونگ	0.014	1.161
سیوالبرانگیز	0.014	1.161
سیولی	0.014	1.161
شارزر	0.014	1.161
شاطونی	0.014	1.161
شاممان	0.014	1.161
شاپرو	0.014	1.161
شخصیتمو	0.014	1.161
شخصیفال	0.014	1.161
شخیصی	0.014	1.161
شداکران	0.014	1.161
شدهقالب	0.014	1.161
شرتو	0.014	1.161
شرکان	0.014	1.161
شرکتکنندهگان	0.014	1.161
ششماههی	0.014	1.161
شعرآیینی	0.014	1.161
شعرپیامک	0.014	1.161
شقشقه	0.014	1.161
شماپ	0.014	1.161
شناساییه	0.014	1.161
شهرزنجان	0.014	1.161
شهروندیاش	0.014	1.161
شهریبه	0.014	1.161
شهولی	0.014	1.161
شهیدع	0.014	1.161
شورچشمی	0.014	1.161
شوهرانشون	0.014	1.161
شوکهام	0.014	1.161
شکنجهام	0.014	1.161
شکوفههایی	0.014	1.161
شگردش	0.014	1.161
شیردلان	0.014	1.161
شیزونت	0.014	1.161
شیفتگانی	0.014	1.161
شیکمو	0.014	1.161
صابریوند	0.014	1.161
صادراتیاش	0.014	1.161
صایما	0.014	1.161
صباسل	0.014	1.161
صبرکردم	0.014	1.161
صحراگردان	0.014	1.161
صحوه	0.014	1.161
صدایاب	0.014	1.161
ضدتقلب	0.014	1.161
ضدهیستامین	0.014	1.161
طایری	0.014	1.161
طرفک	0.014	1.161
طریقشان	0.014	1.161
طنابو	0.014	1.161
عاجزاند	0.014	1.161
عادتهایش	0.014	1.161
عاقلهی	0.014	1.161
عامالشمول	0.014	1.161
عجوه	0.014	1.161
عشقید	0.014	1.161
عضوکابینه	0.014	1.161
عقیدهات	0.014	1.161
علاجبخش	0.014	1.161
علامهای	0.014	1.161
علیهالسلاممیفرماید	0.014	1.161
غارغار	0.014	1.161
غازسانان	0.014	1.161
غایبانی	0.014	1.161
غربیتر	0.014	1.161
غرغرویی	0.014	1.161
غریبهام	0.014	1.161
غیرلفظی	0.014	1.161
فاضلابروها	0.014	1.161
فانوسش	0.014	1.161
فتراک	0.014	1.161
فداتم	0.014	1.161
فراسیدن	0.014	1.161
فرانسز	0.014	1.161
فراهمنبودن	0.014	1.161
فراکشن	0.014	1.161
فرحانگیز	0.014	1.161
فردونیوزسرهنگ	0.014	1.161
فررییس	0.014	1.161
فرماندر	0.014	1.161
فرمگرفته	0.014	1.161
فرهنگمدار	0.014	1.161
فروخورد	0.014	1.161
فروردگاه	0.014	1.161
فقیرترینها	0.014	1.161
فلسفیشناخت	0.014	1.161
فلیسیا	0.014	1.161
فواطم	0.014	1.161
فورتین	0.014	1.161
فوریتش	0.014	1.161
فولاداهواز	0.014	1.161
فکرسازان	0.014	1.161
فگاتکو	0.014	1.161
فیضاعفه	0.014	1.161
فیلسواری	0.014	1.161
قانعیان	0.014	1.161
قبلینوشته	0.014	1.161
قبولکننده	0.014	1.161
قبیلهشان	0.014	1.161
قجرعضدانلو	0.014	1.161
قدرتنمد	0.014	1.161
قروم	0.014	1.161
قروچای	0.014	1.161
قطعیشده	0.014	1.161
ققل	0.014	1.161
قلبیراز	0.014	1.161
قلفی	0.014	1.161
قماراک	0.014	1.161
قوباغه	0.014	1.161
قیمتخرید	0.014	1.161
لازمهای	0.014	1.161
لاییسیزاسیون	0.014	1.161
لباسامونو	0.014	1.161
لحافدوزی	0.014	1.161
لعنتم	0.014	1.161
لعنش	0.014	1.161
لغیرک	0.014	1.161
لقایت	0.014	1.161
للصلاه	0.014	1.161
لمیس	0.014	1.161
لوسترتان	0.014	1.161
لوهمن	0.014	1.161
لووریال	0.014	1.161
لوکزمبورگ	0.014	1.161
لیبرتو	0.014	1.161
لینکوریسم	0.014	1.161
مادهاش	0.014	1.161
مارینیت	0.014	1.161
ماسلو	0.014	1.161
ماسکوفسکی	0.014	1.161
ماندران	0.014	1.161
ماهانهطالع	0.014	1.161
ماهپاره	0.014	1.161
ماهیگیرهای	0.014	1.161
مبکنند	0.014	1.161
متابلیسم	0.014	1.161
متاستازها	0.014	1.161
متعجبتان	0.014	1.161
متفاوتیست	0.014	1.161
متندر	0.014	1.161
متوسطهای	0.014	1.161
مثنویهایی	0.014	1.161
مجیسک	0.014	1.161
محاس	0.014	1.161
محامدپور	0.014	1.161
محصولاتان	0.014	1.161
محلیش	0.014	1.161
محهز	0.014	1.161
مخالفتآمیز	0.014	1.161
مدارهایشان	0.014	1.161
مددت	0.014	1.161
مددکاراجتماعی	0.014	1.161
مددگیری	0.014	1.161
مدلر	0.014	1.161
مدیربرنامههایم	0.014	1.161
مذهبیبه	0.014	1.161
مراجعهکنندهها	0.014	1.161
مرجعیتش	0.014	1.161
مرداز	0.014	1.161
مردستیز	0.014	1.161
مرغتخم	0.014	1.161
مرکزیخرید	0.014	1.161
مستعمرهسازی	0.014	1.161
مسجید	0.014	1.161
مشقام	0.014	1.161
مشهدیهای	0.014	1.161
مصره	0.014	1.161
مصرین	0.014	1.161
مطهریدر	0.014	1.161
مظمین	0.014	1.161
معادنعامل	0.014	1.161
معامه	0.014	1.161
معیوبیت	0.014	1.161
مغایرند	0.014	1.161
مغزیات	0.014	1.161
مغزیش	0.014	1.161
مفتقر	0.014	1.161
مفیدرحمه	0.014	1.161
مقالهچگونه	0.014	1.161
مقتدرند	0.014	1.161
مقطعیه	0.014	1.161
مقطوعالنسل	0.014	1.161
مناقبش	0.014	1.161
مناو	0.014	1.161
منبعآنی	0.014	1.161
منتهاش	0.014	1.161
مندرجاتی	0.014	1.161
منشره	0.014	1.161
منچرز	0.014	1.161
منیان	0.014	1.161
مهاجرتاسترالیا	0.014	1.161
مهربانست	0.014	1.161
مهربونیاش	0.014	1.161
مواهبش	0.014	1.161
موتورهد	0.014	1.161
موجلوگیری	0.014	1.161
مورلا	0.014	1.161
موضوعاته	0.014	1.161
موففیت	0.014	1.161
موقرالدوله	0.014	1.161
مولت	0.014	1.161
مکگرا	0.014	1.161
مگسانند	0.014	1.161
میانبارهای	0.014	1.161
میانداز	0.014	1.161
میبردهاست	0.014	1.161
میجهید	0.014	1.161
میخاهند	0.014	1.161
میدانیدهای	0.014	1.161
